VII. RESULT,"","","",""
PARTY,CANDIDATE,"",VOTES,""
WINNER INC,Gourav Gogoi,"", 443315 ,""
RUNER-UP BJP,Mrinal Kumar Sai,kia, 349441 ,""
MARGIN  93874 ,"","","",""


State/UT :S03,"","",Code :S03,""
Constituency :Jorhat,"","",No. :12,""
I. CANDIDATES,MEN,WOMEN,OTHERS,TOTAL
1. NOMINATED, 9 , 1 , 0 , 10 
2. NOMINATION REJECTED, 0 , 0 , 0 , 0 
3. WITHDRAWN, 0 , 0 , 0 , 0 
4. CONTESTED, 9 , 1 , 0 , 10 
5. FORFEITED DEPOSIT, 7 , 1 , 0, 8 
II. ELECTORS,"","","",""
1. GENERAL, 610128 , 577672 , 0 ,1187800 
2. OVERSEAS, 0, 0, 0, 0 
3. SERVICE, 1155 , 531 ,"", 1686 
4. TOTAL, 611283 , 578203 , 0 ,1189486 
III. VOTERS,"","","",""
1. GENERAL, 483784 , 447088 , 0, 930872 
2. OVERSEAS, 0, 0, 0, 0 
3. PROXY,"","","", 0 
4. POSTAL,"","","", 696 
5. TOTAL,"","","", 931568 
6. Votes Rejected Due to Other Reason,"","","", 0 
III(A). POLLING PERCENTAGE  78.32 ,"","","",""
IV. VOTES,"","","",""
1. TOTAL VOTES POLLED ON EVM,"","","", 930872 
2. TOTAL DEDUCTED VOTES FROM EVM,(TEST VOTES + VOTES NOT RET,RIVED+ NOTA),"", 14645 
3. TOTAL VALID VOTES POLLED ON EVM,"","","", 916227 
4. POSTAL VOTES COUNTED,"","","", 696 
5. POSTAL VOTES DEDUCTED (REJECTED POSTA,L VOTES + NOTA),"","", 235 
6. VALID POSTAL VOTES,"","","", 461 
7. TOTAL VALID VOTES POLLED,"","","", 916688 
8. TEST VOTES POLLED ON EVM,"","","", 0 
9. VOTES POLLED FOR 'NOTA' (INCLUDING PO,STAL),"","", 14648 
10. TENDERED VOTES,"","","", 0 
V. POLLING STATIONS,"","","",""
NUMBER  1597 ,AVERAGE E,LECTORS PER POLLING ,STATION  7,45 
"DATE(s) OF RE-POLL, IF ANY :","","",10-Apr-20,14
NUMBER OF POLLING STATIONS WHERE RE-POL,L WAS ORDERED,"","",4
VI. DATES,"","","",""
POLLING,COUNTING,DE,CLARATION OF RES,ULT
07-Apr-2014,16-May-2014,1,6-May-2014,""
VII. RESULT,"","","",""
PARTY,CANDIDATE,"",VOTES,""
WINNER BJP,Kamakhya Prasa,d Tasa, 456420 ,""
RUNER-UP INC,Bijoy Krishna Han,dique, 354000 ,""
MARGIN  102420 ,"","","",""


State/UT :S03,"","",Code :S03,""
Constituency :Dibrugarh,"","",No. :13,""
I. CANDIDATES,MEN,WOMEN,OTHERS,TOTAL
1. NOMINATED, 8 , 0 , 0 , 8 
2. NOMINATION REJECTED, 1 , 0 , 0 , 1 
3. WITHDRAWN, 1 , 0 , 0 , 1 
4. CONTESTED, 6 , 0 , 0 , 6 
5. FORFEITED DEPOSIT, 4 , 0 , 0, 4 
II. ELECTORS,"","","",""
1. GENERAL, 578273 , 544114 , 0 ,1122387 
2. OVERSEAS, 0, 0, 0, 0 
3. SERVICE, 1385 , 533 ,"", 1918 
4. TOTAL, 579658 , 544647 , 0 ,1124305 
III. VOTERS,"","","",""
1. GENERAL, 462187 , 428637 , 0, 890824 
2. OVERSEAS, 0, 0, 0, 0 
3. PROXY,"","","", 0 
4. POSTAL,"","","", 305 
5. TOTAL,"","","", 891129 
6. Votes Rejected Due to Other Reason,"","","", 0 
III(A). POLLING PERCENTAGE  79.26 ,"","","",""
IV. VOTES,"","","",""
1. TOTAL VOTES POLLED ON EVM,"","","", 890824 
2. TOTAL DEDUCTED VOTES FROM EVM,(TEST VOTES + VOTES NOT RET,RIVED+ NOTA),"", 16808 
3. TOTAL VALID VOTES POLLED ON EVM,"","","", 874016 
4. POSTAL VOTES COUNTED,"","","", 305 
5. POSTAL VOTES DEDUCTED (REJECTED POSTA,L VOTES + NOTA),"","", 162 
6. VALID POSTAL VOTES,"","","", 143 
7. TOTAL VALID VOTES POLLED,"","","", 874159 
8. TEST VOTES POLLED ON EVM,"","","", 0 
9. VOTES POLLED FOR 'NOTA' (INCLUDING PO,STAL),"","", 16809 
10. TENDERED VOTES,"","","", 11 
V. POLLING STATIONS,"","","",""
NUMBER  1535 ,AVERAGE E,LECTORS PER POLLING ,STATION  7,32 
"DATE(s) OF RE-POLL, IF ANY :","","",10-Apr-20,14
NUMBER OF POLLING STATIONS WHERE RE-POL,L WAS ORDERED,"","",1
VI. DATES,"","","",""
POLLING,COUNTING,DE,CLARATION OF RES,ULT
07-Apr-2014,16-May-2014,1,6-May-2014,""
VII. RESULT,"","","",""
PARTY,CANDIDATE,"",VOTES,""
WINNER BJP,Rameswar Teli,"", 494364 ,""
RUNER-UP INC,Paban Singh Gha,towar, 309017 ,""
MARGIN  185347 ,"","","",""


State/UT :S03,"","",Code :S03,""
Constituency :Lakhimpur,"","",No. :14,""
I. CANDIDATES,MEN,WOMEN,OTHERS,TOTAL
1. NOMINATED, 12 , 2 , 0 , 14 
2. NOMINATION REJECTED, 0 , 0 , 0 , 0 
3. WITHDRAWN, 1 , 0 , 0 , 1 
4. CONTESTED, 11 , 2 , 0 , 13 
5. FORFEITED DEPOSIT, 10 , 1 , 0, 11 
II. ELECTORS,"","","",""
1. GENERAL, 734255 , 695423 , 0 ,1429678 
2. OVERSEAS, 0, 0, 0, 0 
3. SERVICE, 1085 , 317 ,"", 1402 
4. TOTAL, 735340 , 695740 , 0 ,1431080 
III. VOTERS,"","","",""
1. GENERAL, 572467 , 539555 , 0, 1112022 
2. OVERSEAS, 0, 0, 0, 0 
3. PROXY,"","","", 0 
4. POSTAL,"","","", 648 
5. TOTAL,"","","", 1112670 
6. Votes Rejected Due to Other Reason,"","","", 0 
III(A). POLLING PERCENTAGE  77.75 ,"","","",""
IV. VOTES,"","","",""
1. TOTAL VOTES POLLED ON EVM,"","","", 1112022 
2. TOTAL DEDUCTED VOTES FROM EVM,(TEST VOTES + VOTES NOT RET,RIVED+ NOTA),"", 11823 
3. TOTAL VALID VOTES POLLED ON EVM,"","","",1100199 
4. POSTAL VOTES COUNTED,"","","", 648 
5. POSTAL VOTES DEDUCTED (REJECTED POSTA,L VOTES + NOTA),"","", 76 
6. VALID POSTAL VOTES,"","","", 572 
7. TOTAL VALID VOTES POLLED,"","","",1100771 
8. TEST VOTES POLLED ON EVM,"","","", 0 
9. VOTES POLLED FOR 'NOTA' (INCLUDING PO,STAL),"","", 11204 
10. TENDERED VOTES,"","","", 2 
V. POLLING STATIONS,"","","",""
NUMBER  1921 ,AVERAGE E,LECTORS PER POLLING ,STATION  7,45 
"DATE(s) OF RE-POLL, IF ANY :","","",n,ull
NUMBER OF POLLING STATIONS WHERE RE-POL,L WAS ORDERED,"",N,IL
VI. DATES,"","","",""
POLLING,COUNTING,DE,CLARATION OF RES,ULT
07-Apr-2014,16-May-2014,1,6-May-2014,""
VII. RESULT,"","","",""
PARTY,CANDIDATE,"",VOTES,""
WINNER BJP,Sarbananda Sono,wal, 612543 ,""
RUNER-UP INC,Ranee Narah,"", 320405 ,""
MARGIN  292138 ,"","","",""


State/UT :S04,"","",Code :S04,""
Constituency :Valmiki Nagar,"","",No. :1,""
I. CANDIDATES,MEN,WOMEN,OTHERS,TOTAL
1. NOMINATED, 15 , 0 , 0 , 15 
2. NOMINATION REJECTED, 0 , 0 , 0 , 0 
3. WITHDRAWN, 1 , 0 , 0 , 1 
4. CONTESTED, 14 , 0 , 0 , 14 
5. FORFEITED DEPOSIT, 12 , 0 , 0, 12 
II. ELECTORS,"","","",""
1. GENERAL, 786033 , 670091 , 50 ,1456174 
2. OVERSEAS, 0, 0, 0, 0 
3. SERVICE, 279 , 145 ,"", 424 
4. TOTAL, 786312 , 670236 , 50 ,1456598 
III. VOTERS,"","","",""
1. GENERAL, 484433 , 415396 , 9, 899838 
2. OVERSEAS, 0, 0, 0, 0 
3. PROXY,"","","", 0 
4. POSTAL,"","","", 331 
5. TOTAL,"","","", 900169 
6. Votes Rejected Due to Other Reason,"","","", 0 
III(A). POLLING PERCENTAGE  61.80 ,"","","",""
IV. VOTES,"","","",""
1. TOTAL VOTES POLLED ON EVM,"","","", 899838 
2. TOTAL DEDUCTED VOTES FROM EVM,(TEST VOTES + VOTES NOT RET,RIVED+ NOTA),"", 15515 
3. TOTAL VALID VOTES POLLED ON EVM,"","","", 884323 
4. POSTAL VOTES COUNTED,"","","", 331 
5. POSTAL VOTES DEDUCTED (REJECTED POSTA,L VOTES + NOTA),"","", 42 
6. VALID POSTAL VOTES,"","","", 289 
7. TOTAL VALID VOTES POLLED,"","","", 884612 
8. TEST VOTES POLLED ON EVM,"","","", 0 
9. VOTES POLLED FOR 'NOTA' (INCLUDING PO,STAL),"","", 15515 
10. TENDERED VOTES,"","","", 0 
V. POLLING STATIONS,"","","",""
NUMBER  1391 ,AVERAGE E,LECTORS PER POLLING ,STATION  1,047 
"DATE(s) OF RE-POLL, IF ANY :","","",n,ull
NUMBER OF POLLING STATIONS WHERE RE-POL,L WAS ORDERED,"",N,IL
VI. DATES,"","","",""
POLLING,COUNTING,DE,CLARATION OF RES,ULT
12-May-2014,16-May-2014,1,6-May-2014,""
VII. RESULT,"","","",""
PARTY,CANDIDATE,"",VOTES,""
WINNER BJP,Satish Chandra D,ubey, 364013 ,""
RUNER-UP INC,Purnmasi Ram,"", 246218 ,""
MARGIN  117795 ,"","","",""


State/UT :S04,"","",Code :S04,""
Constituency :Paschim Champaran,"","",No. :2,""
I. CANDIDATES,MEN,WOMEN,OTHERS,TOTAL
1. NOMINATED, 13 , 0 , 0 , 13 
2. NOMINATION REJECTED, 1 , 0 , 0 , 1 
3. WITHDRAWN, 0 , 0 , 0 , 0 
4. CONTESTED, 12 , 0 , 0 , 12 
5. FORFEITED DEPOSIT, 10 , 0 , 0, 10 
II. ELECTORS,"","","",""
1. GENERAL, 768773 , 643418 , 34 ,1412225 
2. OVERSEAS, 0, 0, 0, 0 
3. SERVICE, 638 , 285 ,"", 923 
4. TOTAL, 769411 , 643703 , 34 ,1413148 
III. VOTERS,"","","",""
1. GENERAL, 469048 , 385593 , 0, 854641 
2. OVERSEAS, 0, 0, 0, 0 
3. PROXY,"","","", 0 
4. POSTAL,"","","", 192 
5. TOTAL,"","","", 854833 
6. Votes Rejected Due to Other Reason,"","","", 0 
III(A). POLLING PERCENTAGE  60.49 ,"","","",""
IV. VOTES,"","","",""
1. TOTAL VOTES POLLED ON EVM,"","","", 854641 
2. TOTAL DEDUCTED VOTES FROM EVM,(TEST VOTES + VOTES NOT RET,RIVED+ NOTA),"", 18803 
3. TOTAL VALID VOTES POLLED ON EVM,"","","", 835838 
4. POSTAL VOTES COUNTED,"","","", 192 
5. POSTAL VOTES DEDUCTED (REJECTED POSTA,L VOTES + NOTA),"","", 34 
6. VALID POSTAL VOTES,"","","", 158 
7. TOTAL VALID VOTES POLLED,"","","", 835996 
8. TEST VOTES POLLED ON EVM,"","","", 0 
9. VOTES POLLED FOR 'NOTA' (INCLUDING PO,STAL),"","", 18804 
10. TENDERED VOTES,"","","", 0 
V. POLLING STATIONS,"","","",""
NUMBER  1276 ,AVERAGE E,LECTORS PER POLLING ,STATION  1,107 
"DATE(s) OF RE-POLL, IF ANY :","","",n,ull
NUMBER OF POLLING STATIONS WHERE RE-POL,L WAS ORDERED,"",N,IL
VI. DATES,"","","",""
POLLING,COUNTING,DE,CLARATION OF RES,ULT
12-May-2014,16-May-2014,1,6-May-2014,""
VII. RESULT,"","","",""
PARTY,CANDIDATE,"",VOTES,""
WINNER BJP,Dr. Sanjay Jaiswa,l, 371232 ,""
RUNER-UP JD(U),Prakash Jha,"", 260978 ,""
MARGIN  110254 ,"","","",""


State/UT :S04,"","",Code :S04,""
Constituency :Purvi Champaran,"","",No. :3,""
I. CANDIDATES,MEN,WOMEN,OTHERS,TOTAL
1. NOMINATED, 16 , 0 , 0 , 16 
2. NOMINATION REJECTED, 1 , 0 , 0 , 1 
3. WITHDRAWN, 0 , 0 , 0 , 0 
4. CONTESTED, 15 , 0 , 0 , 15 
5. FORFEITED DEPOSIT, 13 , 0 , 0, 13 
II. ELECTORS,"","","",""
1. GENERAL, 779453 , 659477 , 36 ,1438966 
2. OVERSEAS, 0, 0, 0, 0 
3. SERVICE, 204 , 83 ,"", 287 
4. TOTAL, 779657 , 659560 , 36 ,1439253 
III. VOTERS,"","","",""
1. GENERAL, 442071 , 380577 , 0, 822648 
2. OVERSEAS, 0, 0, 0, 0 
3. PROXY,"","","", 0 
4. POSTAL,"","","", 41 
5. TOTAL,"","","", 822689 
6. Votes Rejected Due to Other Reason,"","","", 0 
III(A). POLLING PERCENTAGE  57.16 ,"","","",""
IV. VOTES,"","","",""
1. TOTAL VOTES POLLED ON EVM,"","","", 822648 
2. TOTAL DEDUCTED VOTES FROM EVM,(TEST VOTES + VOTES NOT RET,RIVED+ NOTA),"", 13261 
3. TOTAL VALID VOTES POLLED ON EVM,"","","", 809387 
4. POSTAL VOTES COUNTED,"","","", 41 
5. POSTAL VOTES DEDUCTED (REJECTED POSTA,L VOTES + NOTA),"","", 18 
6. VALID POSTAL VOTES,"","","", 23 
7. TOTAL VALID VOTES POLLED,"","","", 809410 
8. TEST VOTES POLLED ON EVM,"","","", 0 
9. VOTES POLLED FOR 'NOTA' (INCLUDING PO,STAL),"","", 13261 
10. TENDERED VOTES,"","","", 0 
V. POLLING STATIONS,"","","",""
NUMBER  1333 ,AVERAGE E,LECTORS PER POLLING ,STATION  1,080 
"DATE(s) OF RE-POLL, IF ANY :","","",n,ull
NUMBER OF POLLING STATIONS WHERE RE-POL,L WAS ORDERED,"",N,IL
VI. DATES,"","","",""
POLLING,COUNTING,DE,CLARATION OF RES,ULT
12-May-2014,16-May-2014,1,6-May-2014,""
VII. RESULT,"","","",""
PARTY,CANDIDATE,"",VOTES,""
WINNER BJP,Radha Mohan Sin,gh, 400452 ,""
RUNER-UP RJD,Binod Kumar Sriv,astava, 208289 ,""
MARGIN  192163 ,"","","",""


State/UT :S04,"","",Code :S04,""
Constituency :Sheohar,"","",No. :4,""
I. CANDIDATES,MEN,WOMEN,OTHERS,TOTAL
1. NOMINATED, 16 , 2 , 0 , 18 
2. NOMINATION REJECTED, 2 , 0 , 0 , 2 
3. WITHDRAWN, 1 , 0 , 0 , 1 
4. CONTESTED, 13 , 2 , 0 , 15 
5. FORFEITED DEPOSIT, 12 , 1 , 0, 13 
II. ELECTORS,"","","",""
1. GENERAL, 791833 , 693077 , 72 ,1484982 
2. OVERSEAS, 0, 0, 0, 0 
3. SERVICE, 541 , 278 ,"", 819 
4. TOTAL, 792374 , 693355 , 72 ,1485801 
III. VOTERS,"","","",""
1. GENERAL, 433327 , 409336 , 0, 842663 
2. OVERSEAS, 0, 0, 0, 0 
3. PROXY,"","","", 0 
4. POSTAL,"","","", 263 
5. TOTAL,"","","", 842926 
6. Votes Rejected Due to Other Reason,"","","", 0 
III(A). POLLING PERCENTAGE  56.73 ,"","","",""
IV. VOTES,"","","",""
1. TOTAL VOTES POLLED ON EVM,"","","", 842663 
2. TOTAL DEDUCTED VOTES FROM EVM,(TEST VOTES + VOTES NOT RET,RIVED+ NOTA),"", 11670 
3. TOTAL VALID VOTES POLLED ON EVM,"","","", 830993 
4. POSTAL VOTES COUNTED,"","","", 263 
5. POSTAL VOTES DEDUCTED (REJECTED POSTA,L VOTES + NOTA),"","", 32 
6. VALID POSTAL VOTES,"","","", 231 
7. TOTAL VALID VOTES POLLED,"","","", 831224 
8. TEST VOTES POLLED ON EVM,"","","", 0 
9. VOTES POLLED FOR 'NOTA' (INCLUDING PO,STAL),"","", 11670 
10. TENDERED VOTES,"","","", 0 
V. POLLING STATIONS,"","","",""
NUMBER  1385 ,AVERAGE E,LECTORS PER POLLING ,STATION  1,073 
"DATE(s) OF RE-POLL, IF ANY :","","",n,ull
NUMBER OF POLLING STATIONS WHERE RE-POL,L WAS ORDERED,"",N,IL
VI. DATES,"","","",""
POLLING,COUNTING,DE,CLARATION OF RES,ULT
07-May-2014,16-May-2014,1,6-May-2014,""
VII. RESULT,"","","",""
PARTY,CANDIDATE,"",VOTES,""
WINNER BJP,Rama Devi,"", 372506 ,""
RUNER-UP RJD,Md Anwarul Haqu,e, 236267 ,""
MARGIN  136239 ,"","","",""


State/UT :S04,"","",Code :S04,""
Constituency :Sitamarhi,"","",No. :5,""
I. CANDIDATES,MEN,WOMEN,OTHERS,TOTAL
1. NOMINATED, 22 , 0 , 0 , 22 
2. NOMINATION REJECTED, 2 , 0 , 0 , 2 
3. WITHDRAWN, 1 , 0 , 0 , 1 
4. CONTESTED, 19 , 0 , 0 , 19 
5. FORFEITED DEPOSIT, 17 , 0 , 0, 17 
II. ELECTORS,"","","",""
1. GENERAL, 831068 , 741932 , 46 ,1573046 
2. OVERSEAS, 0, 0, 0, 0 
3. SERVICE, 1302 , 566 ,"", 1868 
4. TOTAL, 832370 , 742498 , 46 ,1574914 
III. VOTERS,"","","",""
1. GENERAL, 448849 , 451628 , 0, 900477 
2. OVERSEAS, 0, 0, 0, 0 
3. PROXY,"","","", 0 
4. POSTAL,"","","", 114 
5. TOTAL,"","","", 900591 
6. Votes Rejected Due to Other Reason,"","","", 0 
III(A). POLLING PERCENTAGE  57.18 ,"","","",""
IV. VOTES,"","","",""
1. TOTAL VOTES POLLED ON EVM,"","","", 900477 
2. TOTAL DEDUCTED VOTES FROM EVM,(TEST VOTES + VOTES NOT RET,RIVED+ NOTA),"", 5948 
3. TOTAL VALID VOTES POLLED ON EVM,"","","", 894529 
4. POSTAL VOTES COUNTED,"","","", 114 
5. POSTAL VOTES DEDUCTED (REJECTED POSTA,L VOTES + NOTA),"","", 4 
6. VALID POSTAL VOTES,"","","", 110 
7. TOTAL VALID VOTES POLLED,"","","", 894639 
8. TEST VOTES POLLED ON EVM,"","","", 0 
9. VOTES POLLED FOR 'NOTA' (INCLUDING PO,STAL),"","", 5949 
10. TENDERED VOTES,"","","", 0 
V. POLLING STATIONS,"","","",""
NUMBER  1471 ,AVERAGE E,LECTORS PER POLLING ,STATION  1,071 
"DATE(s) OF RE-POLL, IF ANY :","","",11-May-20,14
NUMBER OF POLLING STATIONS WHERE RE-POL,L WAS ORDERED,"","",2
VI. DATES,"","","",""
POLLING,COUNTING,DE,CLARATION OF RES,ULT
07-May-2014,16-May-2014,1,6-May-2014,""
VII. RESULT,"","","",""
PARTY,CANDIDATE,"",VOTES,""
WINNER BLSP,Ram Kumar Shar,ma, 411265 ,""
RUNER-UP RJD,Sitaram Yadav,"", 263300 ,""
MARGIN  147965 ,"","","",""


State/UT :S04,"","",Code :S04,""
Constituency :Madhubani,"","",No. :6,""
I. CANDIDATES,MEN,WOMEN,OTHERS,TOTAL
1. NOMINATED, 11 , 1 , 0 , 12 
2. NOMINATION REJECTED, 1 , 0 , 0 , 1 
3. WITHDRAWN, 0 , 0 , 0 , 0 
4. CONTESTED, 10 , 1 , 0 , 11 
5. FORFEITED DEPOSIT, 8 , 1 , 0, 9 
II. ELECTORS,"","","",""
1. GENERAL, 877421 , 749500 , 6 ,1626927 
2. OVERSEAS, 0, 0, 0, 0 
3. SERVICE, 596 , 309 ,"", 905 
4. TOTAL, 878017 , 749809 , 6 ,1627832 
III. VOTERS,"","","",""
1. GENERAL, 413708 , 446640 , 0, 860348 
2. OVERSEAS, 0, 0, 0, 0 
3. PROXY,"","","", 0 
4. POSTAL,"","","", 121 
5. TOTAL,"","","", 860469 
6. Votes Rejected Due to Other Reason,"","","", 0 
III(A). POLLING PERCENTAGE  52.86 ,"","","",""
IV. VOTES,"","","",""
1. TOTAL VOTES POLLED ON EVM,"","","", 860348 
2. TOTAL DEDUCTED VOTES FROM EVM,(TEST VOTES + VOTES NOT RET,RIVED+ NOTA),"", 18936 
3. TOTAL VALID VOTES POLLED ON EVM,"","","", 841412 
4. POSTAL VOTES COUNTED,"","","", 121 
5. POSTAL VOTES DEDUCTED (REJECTED POSTA,L VOTES + NOTA),"","", 17 
6. VALID POSTAL VOTES,"","","", 104 
7. TOTAL VALID VOTES POLLED,"","","", 841516 
8. TEST VOTES POLLED ON EVM,"","","", 0 
9. VOTES POLLED FOR 'NOTA' (INCLUDING PO,STAL),"","", 18937 
10. TENDERED VOTES,"","","", 0 
V. POLLING STATIONS,"","","",""
NUMBER  1491 ,AVERAGE E,LECTORS PER POLLING ,STATION  1,092 
"DATE(s) OF RE-POLL, IF ANY :","","",n,ull
NUMBER OF POLLING STATIONS WHERE RE-POL,L WAS ORDERED,"",N,IL
VI. DATES,"","","",""
POLLING,COUNTING,DE,CLARATION OF RES,ULT
30-Apr-2014,16-May-2014,1,6-May-2014,""
VII. RESULT,"","","",""
PARTY,CANDIDATE,"",VOTES,""
WINNER BJP,Hukm Deo Naray,an Yadav, 358040 ,""
RUNER-UP RJD,Abdul Bari Siddiq,ui, 337505 ,""
MARGIN  20535 ,"","","",""


State/UT :S04,"","",Code :S04,""
Constituency :Jhanjharpur,"","",No. :7,""
I. CANDIDATES,MEN,WOMEN,OTHERS,TOTAL
1. NOMINATED, 19 , 1 , 0 , 20 
2. NOMINATION REJECTED, 0 , 0 , 0 , 0 
3. WITHDRAWN, 1 , 0 , 0 , 1 
4. CONTESTED, 18 , 1 , 0 , 19 
5. FORFEITED DEPOSIT, 15 , 1 , 0, 16 
II. ELECTORS,"","","",""
1. GENERAL, 895187 , 772668 , 0 ,1667855 
2. OVERSEAS, 0, 0, 0, 0 
3. SERVICE, 383 , 167 ,"", 550 
4. TOTAL, 895570 , 772835 , 0 ,1668405 
III. VOTERS,"","","",""
1. GENERAL, 450499 , 490640 , 0, 941139 
2. OVERSEAS, 0, 0, 0, 0 
3. PROXY,"","","", 0 
4. POSTAL,"","","", 126 
5. TOTAL,"","","", 941265 
6. Votes Rejected Due to Other Reason,"","","", 0 
III(A). POLLING PERCENTAGE  56.42 ,"","","",""
IV. VOTES,"","","",""
1. TOTAL VOTES POLLED ON EVM,"","","", 941139 
2. TOTAL DEDUCTED VOTES FROM EVM,(TEST VOTES + VOTES NOT RET,RIVED+ NOTA),"", 8043 
3. TOTAL VALID VOTES POLLED ON EVM,"","","", 933096 
4. POSTAL VOTES COUNTED,"","","", 126 
5. POSTAL VOTES DEDUCTED (REJECTED POSTA,L VOTES + NOTA),"","", 16 
6. VALID POSTAL VOTES,"","","", 110 
7. TOTAL VALID VOTES POLLED,"","","", 933206 
8. TEST VOTES POLLED ON EVM,"","","", 0 
9. VOTES POLLED FOR 'NOTA' (INCLUDING PO,STAL),"","", 8043 
10. TENDERED VOTES,"","","", 0 
V. POLLING STATIONS,"","","",""
NUMBER  1529 ,AVERAGE E,LECTORS PER POLLING ,STATION  1,091 
"DATE(s) OF RE-POLL, IF ANY :","","",03-May-20,14
NUMBER OF POLLING STATIONS WHERE RE-POL,L WAS ORDERED,"","",1
VI. DATES,"","","",""
POLLING,COUNTING,DE,CLARATION OF RES,ULT
30-Apr-2014,16-May-2014,1,6-May-2014,""
VII. RESULT,"","","",""
PARTY,CANDIDATE,"",VOTES,""
WINNER BJP,Birendra Kumar C,haudhary, 335481 ,""
RUNER-UP RJD,Mangani Lal Man,dal, 280073 ,""
MARGIN  55408 ,"","","",""


State/UT :S04,"","",Code :S04,""
Constituency :Supaul,"","",No. :8,""
I. CANDIDATES,MEN,WOMEN,OTHERS,TOTAL
1. NOMINATED, 13 , 1 , 0 , 14 
2. NOMINATION REJECTED, 2 , 0 , 0 , 2 
3. WITHDRAWN, 0 , 0 , 0 , 0 
4. CONTESTED, 11 , 1 , 0 , 12 
5. FORFEITED DEPOSIT, 9 , 0 , 0, 9 
II. ELECTORS,"","","",""
1. GENERAL, 796997 , 728063 , 25 ,1525085 
2. OVERSEAS, 0, 0, 0, 0 
3. SERVICE, 376 , 122 ,"", 498 
4. TOTAL, 797373 , 728185 , 25 ,1525583 
III. VOTERS,"","","",""
1. GENERAL, 468476 , 502044 , 0, 970520 
2. OVERSEAS, 0, 0, 0, 0 
3. PROXY,"","","", 0 
4. POSTAL,"","","", 24 
5. TOTAL,"","","", 970544 
6. Votes Rejected Due to Other Reason,"","","", 0 
III(A). POLLING PERCENTAGE  63.62 ,"","","",""
IV. VOTES,"","","",""
1. TOTAL VOTES POLLED ON EVM,"","","", 970520 
2. TOTAL DEDUCTED VOTES FROM EVM,(TEST VOTES + VOTES NOT RET,RIVED+ NOTA),"", 21996 
3. TOTAL VALID VOTES POLLED ON EVM,"","","", 948524 
4. POSTAL VOTES COUNTED,"","","", 24 
5. POSTAL VOTES DEDUCTED (REJECTED POSTA,L VOTES + NOTA),"","", 16 
6. VALID POSTAL VOTES,"","","", 8 
7. TOTAL VALID VOTES POLLED,"","","", 948532 
8. TEST VOTES POLLED ON EVM,"","","", 0 
9. VOTES POLLED FOR 'NOTA' (INCLUDING PO,STAL),"","", 21996 
10. TENDERED VOTES,"","","", 0 
V. POLLING STATIONS,"","","",""
NUMBER  1425 ,AVERAGE E,LECTORS PER POLLING ,STATION  1,071 
"DATE(s) OF RE-POLL, IF ANY :","","",27-Apr-20,14
NUMBER OF POLLING STATIONS WHERE RE-POL,L WAS ORDERED,"","",2
VI. DATES,"","","",""
POLLING,COUNTING,DE,CLARATION OF RES,ULT
24-Apr-2014,16-May-2014,1,6-May-2014,""
VII. RESULT,"","","",""
PARTY,CANDIDATE,"",VOTES,""
WINNER INC,Ranjeet Ranjan,"", 332927 ,""
RUNER-UP JD(U),Dileshwar Kamait,"", 273255 ,""
MARGIN  59672 ,"","","",""


State/UT :S04,"","",Code :S04,""
Constituency :Araria,"","",No. :9,""
I. CANDIDATES,MEN,WOMEN,OTHERS,TOTAL
1. NOMINATED, 12 , 1 , 0 , 13 
2. NOMINATION REJECTED, 0 , 0 , 0 , 0 
3. WITHDRAWN, 0 , 0 , 0 , 0 
4. CONTESTED, 12 , 1 , 0 , 13 
5. FORFEITED DEPOSIT, 9 , 1 , 0, 10 
II. ELECTORS,"","","",""
1. GENERAL, 842912 , 744135 , 44 ,1587091 
2. OVERSEAS, 0, 0, 0, 0 
3. SERVICE, 164 , 77 ,"", 241 
4. TOTAL, 843076 , 744212 , 44 ,1587332 
III. VOTERS,"","","",""
1. GENERAL, 492513 , 483291 , 0, 975804 
2. OVERSEAS, 0, 0, 0, 0 
3. PROXY,"","","", 0 
4. POSTAL,"","","", 9 
5. TOTAL,"","","", 975813 
6. Votes Rejected Due to Other Reason,"","","", 0 
III(A). POLLING PERCENTAGE  61.48 ,"","","",""
IV. VOTES,"","","",""
1. TOTAL VOTES POLLED ON EVM,"","","", 975804 
2. TOTAL DEDUCTED VOTES FROM EVM,(TEST VOTES + VOTES NOT RET,RIVED+ NOTA),"", 16608 
3. TOTAL VALID VOTES POLLED ON EVM,"","","", 959196 
4. POSTAL VOTES COUNTED,"","","", 9 
5. POSTAL VOTES DEDUCTED (REJECTED POSTA,L VOTES + NOTA),"","", 2 
6. VALID POSTAL VOTES,"","","", 7 
7. TOTAL VALID VOTES POLLED,"","","", 959203 
8. TEST VOTES POLLED ON EVM,"","","", 0 
9. VOTES POLLED FOR 'NOTA' (INCLUDING PO,STAL),"","", 16608 
10. TENDERED VOTES,"","","", 0 
V. POLLING STATIONS,"","","",""
NUMBER  1422 ,AVERAGE E,LECTORS PER POLLING ,STATION  1,116 
"DATE(s) OF RE-POLL, IF ANY :","","",n,ull
NUMBER OF POLLING STATIONS WHERE RE-POL,L WAS ORDERED,"",N,IL
VI. DATES,"","","",""
POLLING,COUNTING,DE,CLARATION OF RES,ULT
24-Apr-2014,16-May-2014,1,6-May-2014,""
VII. RESULT,"","","",""
PARTY,CANDIDATE,"",VOTES,""
